1.263939088255015310e-02,1.159608557935527806e-02,9.002556484072447157e-03,8.834954574679114089e-03,8.286918743449040933e-03,7.589803472844563852e-03,7.384374200510235124e-03,6.888878190027551175e-03,6.790667806296541049e-03,6.718968943597121955e-03
1.635150785459061132e-02,1.043646225816523276e-02,9.135851404081518634e-03,8.594145282737261637e-03,8.506924034036687440e-03,8.209101854183546709e-03,8.076179016780619599e-03,7.722343421330214210e-03,7.569640797614679041e-03,7.282283337752766365e-03
1.462080357592180843e-02,1.437225495915739858e-02,1.397304672033720593e-02,1.268920421227547057e-02,9.251060509024676762e-03,8.810945300378583700e-03,8.689497346791134891e-03,8.548338387279072470e-03,8.302032445590707549e-03,8.131066743196585164e-03
2.468824257668475117e-02,1.992194871420958913e-02,1.518344377083516092e-02,1.358855363833690391e-02,1.251073932781889345e-02,1.057638561227731977e-02,9.899432873434451177e-03,9.153870479896370621e-03,9.148647269601833248e-03,8.989335248093669947e-03
1.736977914765055683e-02,1.665987339165476283e-02,1.579875494140919184e-02,1.577351854486517754e-02,1.414532803420832409e-02,1.276731469715909617e-02,1.172246865859220659e-02,1.106391096706452366e-02,1.065561035891229337e-02,9.780289869228206076e-03
3.266963330599899351e-02,2.073566940989061275e-02,1.757663602886862589e-02,1.635454976483569772e-02,1.285491496807512207e-02,1.115826049500913235e-02,1.021004523160913904e-02,9.970643469421804767e-03,9.103028214938781171e-03,9.013584767392205169e-03
1.331918761832484588e-02,1.121765552669100330e-02,9.870467494236461609e-03,9.791692157116720086e-03,9.192713101597018918e-03,8.783372940378956356e-03,7.986038362963696416e-03,7.705381429052056766e-03,7.443454496195982262e-03,7.360288974920688003e-03
3.969167358366597342e-02,2.900605033117320194e-02,2.623245939011634165e-02,1.324224137439387536e-02,1.302580157487494457e-02,1.265949076451177574e-02,1.169195069812522386e-02,1.133482893670657680e-02,1.081226140150469243e-02,1.062901867683098064e-02
1.596151536492299711e-02,1.309597396387016284e-02,1.268645169527720176e-02,9.371712784481128419e-03,7.099820768871366490e-03,6.927213420994713690e-03,6.573725756735395581e-03,6.336916337543465998e-03,6.027722469348104767e-03,5.843102181624408413e-03
2.635594870284521662e-02,2.499304537747185431e-02,2.486361920195773526e-02,2.411282657875143259e-02,1.974680633546483863e-02,1.721699235954849208e-02,1.426310747031057230e-02,1.322557100941507829e-02,1.320733771143731139e-02,1.179379756402602376e-02
1.185365254036522577e-02,1.041581574509497544e-02,1.027276954368977480e-02,9.113807981504216255e-03,8.759016816655914445e-03,8.293266051916679815e-03,8.163922380439399273e-03,8.068412225465938087e-03,7.744918858924766322e-03,7.536073206955967892e-03
1.861885333141660021e-02,1.860092818693608388e-02,1.650370455708681863e-02,1.597605708437882868e-02,1.448156286964625943e-02,1.433795951913472214e-02,1.243046606060743166e-02,1.235889981196700536e-02,1.178458188807705691e-02,9.830081670734684002e-03
4.573098918842138233e-02,4.298435174907155182e-02,4.069282058820555825e-02,3.059038891692954232e-02,3.042812477392294393e-02,2.944825462721201506e-02,2.843716431621070781e-02,2.657503401270945587e-02,2.018311656299661208e-02,1.999426959616249985e-02
1.358627925611172529e-02,1.319819249243711287e-02,1.243493903719608031e-02,1.236905771718620553e-02,1.229419113290637459e-02,1.206505912807349576e-02,1.009546943666738035e-02,9.577412037979323237e-03,8.546167076295921317e-03,7.162653918171521181e-03
2.064655151952848877e-02,1.289360043206713193e-02,1.280321053882063458e-02,8.004025044810488335e-03,7.800595365227125898e-03,7.052697698039294902e-03,6.611232422942882846e-03,6.597302830993112197e-03,6.249637528218248382e-03,6.216130361134792476e-03
3.821111856859959327e-02,1.498594303476245317e-02,1.448722658478994278e-02,1.313834602434298289e-02,1.277369363532017410e-02,1.206961572571865933e-02,1.201485353754340110e-02,1.082614376563745089e-02,1.073118841269523130e-02,9.695116164908682346e-03
1.737909589636688762e-02,1.678634193172270916e-02,1.420712182002550721e-02,1.240368784348526258e-02,1.150229270509520001e-02,1.079475967673610218e-02,1.072245951937081734e-02,1.017565626219063372e-02,9.408615836400777144e-03,8.585664413156104610e-03
1.724750490101149489e-02,1.001588137035427581e-02,9.450609096038554285e-03,8.114681704039432980e-03,7.993945391022007005e-03,7.844787631917515477e-03,7.523739365654640021e-03,7.419218502557572807e-03,6.920893179286283746e-03,6.873417876909758938e-03
3.010409937683545048e-02,2.043125300635757410e-02,2.033913069494818621e-02,1.931811309237167762e-02,1.885475362662646787e-02,1.488913018058097767e-02,1.259705853906759217e-02,1.193997998540791833e-02,1.107113699170733136e-02,1.016185399721545972e-02
3.395263650394320792e-02,2.082111264398365039e-02,1.935397346377553882e-02,1.630365200612015827e-02,1.435763919304142155e-02,1.289769518247390473e-02,1.262301824906903076e-02,1.196736304731384724e-02,1.079198602369704080e-02,9.629953368146110942e-03
1.337808358177748104e-02,1.231284828474042171e-02,1.092790185656204900e-02,1.064508365232210742e-02,9.938918040540048460e-03,8.967895238320493581e-03,8.936013924947422069e-03,7.909332537965722137e-03,7.875874822835436662e-03,7.843817494485849293e-03
1.416350932184979629e-02,1.183042635908359771e-02,1.062955185363669876e-02,8.922612913295890208e-03,8.837802928938369440e-03,7.246546075831504681e-03,6.904810468075127210e-03,6.588493246239756837e-03,6.432606302283276969e-03,6.186923316496685185e-03
1.538323817798743082e-02,1.414354509084323440e-02,1.248277981705926513e-02,1.244316324792843660e-02,1.239339087741614560e-02,1.225414336400806881e-02,1.210443112257910542e-02,1.177079293496927602e-02,1.136152405201941787e-02,1.006541596773010729e-02
2.307910562609875871e-02,1.485440764387308162e-02,1.451229231350872201e-02,1.387572814496776559e-02,1.344647300563371964e-02,1.288503497666271085e-02,1.175159651345799444e-02,1.076416407380332077e-02,1.025278429544739661e-02,1.006368680092457370e-02
2.539919698496381426e-02,1.368420456336275938e-02,1.344188538061525870e-02,1.109843258625243037e-02,1.071716275087174902e-02,1.059701597522929965e-02,8.773279679044761539e-03,8.095443280914478221e-03,8.071362856068025823e-03,8.001828389881867135e-03
